"StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","Q_RecaptchaScore","consent_q","attn_1","attn_2","AIPresent_Capability_1","AIPresent_Trust_1","AIPresent_Why","SelfPresent_Capabili_1","SelfPresent_Trust_1","SelfPresent_Why","AIAbsent_Capability_1","AIAbsent_Trust_1","AIAbsent_Why","SelfAbsent_Capabilit_1","SelfAbsent_Trust_1","Absent_Why","AIAdjacent_Capabilit_1","AIAdjacent_Trust_1","AIAdjacent_Why","SelfAdjacent_Capabil_1","SelfAdjacent_Trust_1","SelfAdjacent_Why","AIBaseline_Capabilit_1","AIBaseline_Trust_1","AIBaseline_Why1","SelfBaseline_Capabil_1","SelfBaseline_Trust_1","SelfBaseline_Why","comp_images","AI_Familiarity_1","Visual_Familiarity_1","gender","gender_5_TEXT","age","education","education_8_TEXT","income","FL_7_DO"
"2024-12-13 14:53:25","2024-12-13 14:57:43","0","100","258","1","2024-12-13 14:57:44","R_6KliJ8Y87KkQzm2","anonymous","EN","1","1","1","2","","","","","","","","","","30","40","The space for a person is so much bigger than the window and only a small window is in the same area as the person. The person is more likely standing in front to the wall, not the window.","","","","","","","","","","","","","2","70","45","2","","33","3","","13","Self-BackgroundAbsentCondition"
"2024-12-13 14:56:07","2024-12-13 14:57:48","0","100","101","1","2024-12-13 14:57:49","R_516OdVcijbxH5qi","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","100","89","I think it can almost nearly be able to detect the exact thing going on in this scenario ","","","","2","92","87","1","","34","4","","11","AI-BaselineCondition"
"2024-12-13 14:53:32","2024-12-13 14:57:50","0","100","257","1","2024-12-13 14:57:50","R_1OS0oyhF8lpR03f","anonymous","EN","1","1","1","2","11","16","It sees a person and might not recognize who the person is. The person might be washing a window, or a burglar looking in. I think it while have a hard time telling who is who?","","","","","","","","","","","","","","","","","","","","","","2","79","0","1","","56","1","","13","AI-BackgroundPresentCondition"
"2024-12-13 14:55:43","2024-12-13 14:57:53","0","100","129","1","2024-12-13 14:57:54","R_3RVYYqCf1yLqIAD","anonymous","EN","1","1","1","2","","","","","","","","","","30","25","I don't understand your diagram so I can't really explain anything. I think you should try to explain it better or make a better diagram.","","","","","","","","","","","","","2","70","14","1","","34","3","","12","Self-BackgroundAbsentCondition"
"2024-12-13 14:54:14","2024-12-13 14:57:53","0","100","219","1","2024-12-13 14:57:54","R_81Gs6mIutBlRhPV","anonymous","EN","0.8999999761581421","1","1","2","","","","100","100","It is clear that the person in the picture does not have good intentions at all.","","","","","","","","","","","","","","","","","","","2","100","77","1","","24","5","","11","Self-BackgroundPresentCondition"
"2024-12-13 14:54:17","2024-12-13 14:57:54","0","100","216","1","2024-12-13 14:57:55","R_57rHECk72n8fN2F","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","95","91","It's obvious it's a person up to nothing good looking to break into the place.","","","","","","","2","40","16","2","","71","2","","11","Self-BackgroundAdjacentCondition"
"2024-12-13 14:54:57","2024-12-13 14:57:54","0","100","177","1","2024-12-13 14:57:55","R_6fjNYlW1EtPMJJT","anonymous","EN","1","1","1","2","","","","","","","","","","","","","71","60","AI is still not yet perfect and is continuing to grow in capabilities every year.","","","","","","","","","","2","73","29","1","","47","3","","14","AI-BackgroundAdjacentCondition"
"2024-12-13 14:56:16","2024-12-13 14:57:54","0","100","98","1","2024-12-13 14:57:55","R_8v65q5Y7NJRwXy3","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","100","100","It is without a doubt this person intends to break and enter, either to steal or commit bodily harm with the weapon.","","","","","","","2","79","82","1","","33","3","","14","Self-BackgroundAdjacentCondition"
"2024-12-13 14:57:24","2024-12-13 14:57:55","0","100","30","1","2024-12-13 14:57:55","R_1dFrcg1SoyNNKPT","anonymous","EN","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-12-13 14:54:57","2024-12-13 14:57:58","0","100","181","1","2024-12-13 14:57:58","R_6081GwfCk7kouPv","anonymous","EN","0.699999988079071","1","1","2","","","","100","0","I can only guess their behavior and not know for sure.","","","","","","","","","","","","","","","","","","","2","10","0","2","","70","1","","13","Self-BackgroundPresentCondition"
"2024-12-13 14:56:30","2024-12-13 14:57:58","0","100","87","1","2024-12-13 14:57:59","R_1OUmHB2le8Gh59E","anonymous","EN","1","1","1","2","","","","","","","50","50","I think there's a 50/50 chance it would be able to","","","","","","","","","","","","","","","","2","82","0","2","","41","4","","13","AI-BackgroundAbsentCondition"
"2024-12-13 14:46:46","2024-12-13 14:57:59","0","100","672","1","2024-12-13 14:57:59","R_1ZR2vJTAekJglzy","anonymous","EN","1","1","1","2","","","","","","","","","","32","28","because i can't even detect if it's a person if not been told so i can't accurately interpret the behavior of people and besides I''m so poor at interpreting behaviors ","","","","","","","","","","","","","2","57","50","2","","25","5","","10","Self-BackgroundAbsentCondition"
"2024-12-13 14:51:24","2024-12-13 14:58:01","0","100","396","1","2024-12-13 14:58:02","R_3BB5Cnnic7sWhy1","anonymous","EN","1","1","1","2","","","","","","","","","","","","","81","64","It knows that the proximity of an human or an object should not be that close to the window","","","","","","","","","","2","88","86","1","","32","5","","9","AI-BackgroundAdjacentCondition"
"2024-12-13 14:55:59","2024-12-13 14:58:04","0","100","125","1","2024-12-13 14:58:05","R_7AQFCHlAyDRO8LI","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","91","84","The image is clear. A man is clearly looking into a window of a property that does not belong to him.","","","","","","","2","30","9","2","","30","5","","12","Self-BackgroundAdjacentCondition"
"2024-12-13 14:54:45","2024-12-13 14:58:06","0","100","201","1","2024-12-13 14:58:07","R_67jbtn1KmB09tzb","anonymous","EN","1","1","1","2","","","","","","","62","64","The camera is just one perspective and not the full picture.","","","","","","","","","","","","","","","","2","75","50","1","","24","3","","13","AI-BackgroundAbsentCondition"
"2024-12-13 14:55:30","2024-12-13 14:58:08","0","100","157","1","2024-12-13 14:58:09","R_6Ba01tEjBnaclOQ","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","100","100","It is easy to tell that the person is a criminal and is trying to break into the building.","","","","","","","2","79","51","1","","45","3","","14","Self-BackgroundAdjacentCondition"
"2024-12-13 14:56:31","2024-12-13 14:58:09","0","100","97","1","2024-12-13 14:58:09","R_6MyUiqLlYwwMvLU","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","50","50","There can be  glitches. Technology is not perfect ","","","","2","49","49","2","","31","4","","12","AI-BaselineCondition"
"2024-12-13 14:54:57","2024-12-13 14:58:11","0","100","194","1","2024-12-13 14:58:12","R_3GVRegS88XvfxKt","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","100","97","There is a window and a person outside, holding their hand up to shield outside glare from the window glass so they can see inside. The person is wearing a ski mask to hide their identity and holding a gun...it appears they are planning to commit a crime inside the house, which might be occupied.","2","65","24","2","","48","4","","12","Self-BaselineCondition"
"2024-12-13 14:55:50","2024-12-13 14:58:13","0","100","143","1","2024-12-13 14:58:13","R_2TPRfByhowpJTkR","anonymous","EN","1","1","1","2","80","90","AI can easily link items and deduce multiple judgements of the situation","","","","","","","","","","","","","","","","","","","","","","2","65","80","1","","31","5","","11","AI-BackgroundPresentCondition"
"2024-12-13 14:54:57","2024-12-13 14:58:13","0","100","195","1","2024-12-13 14:58:14","R_5FS2t3jHCZIZTXZ","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","90","71","i think it is pretty clear that the person is looking in the window, and the mask and the gun make it pretty clear that the persons behavior is bad. I would think that the AI could easily interpret this","","","","2","50","22","2","","46","2","","12","AI-BaselineCondition"
"2024-12-13 14:57:52","2024-12-13 14:58:22","0","100","30","1","2024-12-13 14:58:22","R_3nGan88MuVrcg4u","anonymous","EN","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-12-13 14:56:23","2024-12-13 14:58:23","0","100","120","1","2024-12-13 14:58:23","R_7q565asaXS0BQ1V","anonymous","EN","1","1","1","2","","","","","","","","","","","","","71","70","I am confident that AI could detect what is depicted here. Though, I think there would be possibility for errors.","","","","","","","","","","2","56","31","1","","50","4","","9","AI-BackgroundAdjacentCondition"
"2024-12-13 14:54:29","2024-12-13 14:58:25","0","100","235","1","2024-12-13 14:58:25","R_3MEesvtAOtXElHh","anonymous","EN","1","1","1","2","","","","","","","","","","","","","10","10","ai can only detect a person but not so much what the person is doing","","","","","","","","","","2","60","10","1","","45","6","","10","AI-BackgroundAdjacentCondition"
"2024-12-13 14:55:07","2024-12-13 14:58:25","0","100","197","1","2024-12-13 14:58:25","R_7plHm9BNQYC51Op","anonymous","EN","1","1","1","2","","","","","","","","","","38","36","This illustration is not detailed. I get what it is doing to accomplish it's goal but I do not see why I would think the person is looking out of the window. ","","","","","","","","","","","","","2","55","38","1","","35","3","","12","Self-BackgroundAbsentCondition"
"2024-12-13 14:56:23","2024-12-13 14:58:26","0","100","123","1","2024-12-13 14:58:27","R_3ux6jmqhejDc7l3","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","100","100","I can clearly see a man with a mask and a gun looking into a window. I can interpret that this person is performing criminal activity such as breaking in the house.","2","82","70","1","","29","4","","11","Self-BaselineCondition"
"2024-12-13 14:57:43","2024-12-13 14:58:28","0","100","45","1","2024-12-13 14:58:29","R_3vE1HzDw9jY1vHj","anonymous","EN","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-12-13 14:49:55","2024-12-13 14:58:30","0","100","514","1","2024-12-13 14:58:30","R_6thHjOy5pcZhh7j","anonymous","EN","1","1","1","2","","","","","","","","","","","","","90","75","The AI is accurately showing the objects in the picture.  I do wonder though if it would make mistakes","","","","","","","","","","2","20","0","2","","45","3","","12","AI-BackgroundAdjacentCondition"
"2024-12-13 14:54:18","2024-12-13 14:58:30","0","100","252","1","2024-12-13 14:58:30","R_7ydtx62nkWB2xvb","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","100","100","I see all thyree items the person the window and the wall.","","","","","","","2","58","0","2","","68","4","","15","Self-BackgroundAdjacentCondition"
"2024-12-13 14:56:37","2024-12-13 14:58:30","0","100","112","1","2024-12-13 14:58:31","R_5KeTPLwLrzC1ctc","anonymous","EN","1","1","1","2","","","","","","","","","","29","15","A person can be in a place, like in front of a window, but not even looking out it.","","","","","","","","","","","","","2","88","43","2","","20","1","","15","Self-BackgroundAbsentCondition"
"2024-12-13 14:52:06","2024-12-13 14:58:31","0","100","385","1","2024-12-13 14:58:31","R_5qjDwGZotAZTjjm","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","70","90","I can see that the person is looking in the window, but not at first glance: it initially looked like someone hiding in the wall niche, and only then did I notice the window inside the wall niche. As for accuracy, the balaclava is a bad sign and the gun is an even worse sign, though the person looks *so* stereotypically criminal that I cannot rule out that it's someone in a Halloween costume. (They really shouldn't be carrying that gun prop in public if so, though: they could easily end up provoking someone into defending themselves.)","2","87","8","2","","31","2","","14","Self-BaselineCondition"
"2024-12-13 14:56:44","2024-12-13 14:58:35","0","100","110","1","2024-12-13 14:58:35","R_7jHyt15llhFuDUm","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","90","95","The subject in the picture above is clearly looking into the window. I would expect even a rudimentary AI to detect that.","","","","2","55","10","1","","42","4","","15","AI-BaselineCondition"
"2024-12-13 14:50:36","2024-12-13 14:58:34","0","100","477","1","2024-12-13 14:58:36","R_8KxmvtIhvcTRbfA","anonymous","EN","1","1","1","2","","","","","","","","","","","","","41","73","I think the AI can accurately interpret the behaviour of people based on their actions or movement within an area.","","","","","","","","","","2","60","38","1","","40","5","","11","AI-BackgroundAdjacentCondition"
"2024-12-13 14:56:04","2024-12-13 14:58:42","0","100","158","1","2024-12-13 14:58:42","R_7Lutos6BKLYfnHH","anonymous","EN","1","1","1","2","64","50","It might properly identify the two entities but nothing has been presented that demonstrates its ability to reconcile the pieces of information into interpretations of behavior","","","","","","","","","","","","","","","","","","","","","","2","59","54","2","","27","4","","13","AI-BackgroundPresentCondition"
